t_sec,phase,step_idx,v_x_cmd_NED_x,odom_frame,z_ENU,vz_ENU_meas,vx_ENU_meas,vx_from_odom_NED_x,vx_NED_meas,alt_min,alt_max,armed,offboard
1762884574.895300,STEP,0,0.500000,odom,1.496359,0.000000,0.000000,0.000000,-0.001586,0.500,5.000,1,1
1762884574.915357,STEP,0,0.500000,odom,1.496402,0.000711,-0.011805,0.002931,0.000309,0.500,5.000,1,1
1762884574.937126,STEP,0,0.500000,odom,1.496402,0.000498,-0.008264,0.002051,0.000309,0.500,5.000,1,1
1762884574.955399,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.000309,0.500,5.000,1,1
1762884574.975896,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.000309,0.500,5.000,1,1
1762884574.995317,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.000309,0.500,5.000,1,1
1762884575.015480,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.000309,0.500,5.000,1,1
1762884575.035383,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.000309,0.500,5.000,1,1
1762884575.055369,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.000309,0.500,5.000,1,1
1762884575.075113,STEP,0,0.500000,odom,1.496402,0.000000,0.000000,0.000000,0.003910,0.500,5.000,1,1
1762884575.095242,STEP,0,0.500000,odom,1.496497,0.001645,-0.012713,0.005861,0.008861,0.500,5.000,1,1
1762884575.115326,STEP,0,0.500000,odom,1.496497,0.001152,-0.008899,0.004103,0.008861,0.500,5.000,1,1
1762884575.135465,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.155349,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.175459,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.196285,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.215320,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.235468,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.257168,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.008861,0.500,5.000,1,1
1762884575.275199,STEP,0,0.500000,odom,1.496497,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.295387,STEP,0,0.500000,odom,1.496681,0.004083,-0.017479,0.012954,0.015383,0.500,5.000,1,1
1762884575.315520,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.338058,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.355297,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.375348,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.395524,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.415366,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.015383,0.500,5.000,1,1
1762884575.435285,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.020857,0.500,5.000,1,1
1762884575.457098,STEP,0,0.500000,odom,1.496681,0.000000,0.000000,0.000000,0.023835,0.500,5.000,1,1
1762884575.475591,STEP,0,0.500000,odom,1.496928,0.007918,-0.026156,0.028186,0.027013,0.500,5.000,1,1
1762884575.495470,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.516252,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.535329,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.556872,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.577469,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.597003,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.615330,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.027013,0.500,5.000,1,1
1762884575.635311,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.030370,0.500,5.000,1,1
1762884575.656227,STEP,0,0.500000,odom,1.496928,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.675673,STEP,0,0.500000,odom,1.497199,0.009834,-0.029532,0.042772,0.041750,0.500,5.000,1,1
1762884575.695650,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.717082,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.735493,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.755309,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.775398,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.795589,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.041750,0.500,5.000,1,1
1762884575.815273,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.045902,0.500,5.000,1,1
1762884575.835813,STEP,0,0.500000,odom,1.497199,0.000000,0.000000,0.000000,0.050263,0.500,5.000,1,1
1762884575.855309,STEP,0,0.500000,odom,1.497455,0.006772,-0.019889,0.036544,0.064520,0.500,5.000,1,1
1762884575.875432,STEP,0,0.500000,odom,1.497455,0.004740,-0.013922,0.025581,0.064520,0.500,5.000,1,1
1762884575.895751,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.064520,0.500,5.000,1,1
1762884575.915440,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.064520,0.500,5.000,1,1
1762884575.936252,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.064520,0.500,5.000,1,1
1762884575.955291,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.064520,0.500,5.000,1,1
1762884575.975726,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.064520,0.500,5.000,1,1
1762884575.995740,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.064520,0.500,5.000,1,1
1762884576.016045,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.069593,0.500,5.000,1,1
1762884576.035812,STEP,0,0.500000,odom,1.497455,0.000000,0.000000,0.000000,0.085623,0.500,5.000,1,1
1762884576.055461,STEP,0,0.500000,odom,1.497651,0.036010,-0.109899,0.246551,0.085623,0.500,5.000,1,1
1762884576.075295,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.085623,0.500,5.000,1,1
1762884576.095421,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.085623,0.500,5.000,1,1
1762884576.115311,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.085623,0.500,5.000,1,1
1762884576.135381,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.085623,0.500,5.000,1,1
1762884576.155335,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.085623,0.500,5.000,1,1
1762884576.175345,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.091215,0.500,5.000,1,1
1762884576.195440,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.215520,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.235736,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.255329,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.275373,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.295299,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.315361,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.335511,STEP,0,0.500000,odom,1.497651,0.000000,0.000000,0.000000,0.102897,0.500,5.000,1,1
1762884576.355292,STEP,0,0.500000,odom,1.497738,0.011699,-0.039567,0.105952,0.120963,0.500,5.000,1,1
1762884576.375326,STEP,0,0.500000,odom,1.497738,0.008189,-0.027697,0.074166,0.127204,0.500,5.000,1,1
1762884576.395492,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.415311,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.435646,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.455364,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.475465,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.495350,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.515328,STEP,0,0.500000,odom,1.497738,0.000000,0.000000,0.000000,0.127204,0.500,5.000,1,1
1762884576.535417,STEP,0,0.500000,odom,1.497667,0.015272,-0.062380,0.197198,0.146132,0.500,5.000,1,1
1762884576.555457,STEP,0,0.500000,odom,1.497667,0.010691,-0.043666,0.138039,0.165306,0.500,5.000,1,1
1762884576.575335,STEP,0,0.500000,odom,1.497667,0.007483,-0.030566,0.096627,0.165306,0.500,5.000,1,1
1762884576.599064,STEP,0,0.500000,odom,1.497667,0.000000,0.000000,0.000000,0.165306,0.500,5.000,1,1
1762884576.615356,STEP,0,0.500000,odom,1.497667,0.000000,0.000000,0.000000,0.165306,0.500,5.000,1,1
1762884576.638049,STEP,0,0.500000,odom,1.497667,0.000000,0.000000,0.000000,0.165306,0.500,5.000,1,1
1762884576.655722,STEP,0,0.500000,odom,1.497667,0.000000,0.000000,0.000000,0.165306,0.500,5.000,1,1
1762884576.675287,STEP,0,0.500000,odom,1.497667,0.000000,0.000000,0.000000,0.165306,0.500,5.000,1,1
1762884576.695267,STEP,0,0.500000,odom,1.497667,0.000000,0.000000,0.000000,0.171746,0.500,5.000,1,1
1762884576.715423,STEP,0,0.500000,odom,1.497403,0.005640,-0.031810,0.118428,0.190931,0.500,5.000,1,1
1762884576.735343,STEP,0,0.500000,odom,1.497403,0.003948,-0.022267,0.082900,0.190931,0.500,5.000,1,1
1762884576.755371,STEP,0,0.500000,odom,1.497403,0.000000,0.000000,0.000000,0.190931,0.500,5.000,1,1
1762884576.775302,STEP,0,0.500000,odom,1.497403,0.000000,0.000000,0.000000,0.190931,0.500,5.000,1,1
1762884576.795308,STEP,0,0.500000,odom,1.497403,0.000000,0.000000,0.000000,0.190931,0.500,5.000,1,1
1762884576.815755,STEP,0,0.500000,odom,1.497403,0.000000,0.000000,0.000000,0.190931,0.500,5.000,1,1
1762884576.835759,STEP,0,0.500000,odom,1.497403,0.000000,0.000000,0.000000,0.190931,0.500,5.000,1,1
1762884576.855572,STEP,0,0.500000,odom,1.497403,0.000000,0.000000,0.000000,0.190931,0.500,5.000,1,1
1762884576.875127,STEP,0,0.500000,odom,1.496926,0.003981,-0.041901,0.184459,0.209913,0.500,5.000,1,1
1762884576.895528,STEP,0,0.500000,odom,1.496926,0.002787,-0.029331,0.129121,0.209913,0.500,5.000,1,1
1762884576.915629,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884576.935896,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884576.957754,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884576.975340,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884576.995388,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884577.015319,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884577.035584,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.209913,0.500,5.000,1,1
1762884577.055798,STEP,0,0.500000,odom,1.496926,0.000000,0.000000,0.000000,0.228571,0.500,5.000,1,1
1762884577.075557,STEP,0,0.500000,odom,1.496238,-0.000085,-0.023987,0.126253,0.240695,0.500,5.000,1,1
1762884577.095355,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.115917,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.135259,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.155421,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.177791,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.195350,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.215405,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.240695,0.500,5.000,1,1
1762884577.235435,STEP,0,0.500000,odom,1.496238,0.000000,0.000000,0.000000,0.258181,0.500,5.000,1,1
1762884577.255359,STEP,0,0.500000,odom,1.495351,-0.002719,-0.022003,0.141096,0.263842,0.500,5.000,1,1
1762884577.275431,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.263842,0.500,5.000,1,1
1762884577.295651,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.263842,0.500,5.000,1,1
1762884577.315378,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.263842,0.500,5.000,1,1
1762884577.335328,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.263842,0.500,5.000,1,1
1762884577.355291,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.263842,0.500,5.000,1,1
1762884577.375307,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.263842,0.500,5.000,1,1
1762884577.395155,STEP,0,0.500000,odom,1.495351,0.000000,0.000000,0.000000,0.274944,0.500,5.000,1,1
1762884577.416077,STEP,0,0.500000,odom,1.494292,-0.005333,-0.019271,0.154907,0.285674,0.500,5.000,1,1
1762884577.435797,STEP,0,0.500000,odom,1.494292,-0.003733,-0.013490,0.108435,0.285674,0.500,5.000,1,1
1762884577.455522,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.285674,0.500,5.000,1,1
1762884577.475457,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.285674,0.500,5.000,1,1
1762884577.495472,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.285674,0.500,5.000,1,1
1762884577.515308,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.285674,0.500,5.000,1,1
1762884577.535344,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.285674,0.500,5.000,1,1
1762884577.555323,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.285674,0.500,5.000,1,1
1762884577.575415,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.290897,0.500,5.000,1,1
1762884577.596712,STEP,0,0.500000,odom,1.494292,0.000000,0.000000,0.000000,0.301043,0.500,5.000,1,1
1762884577.615324,STEP,0,0.500000,odom,1.493097,-0.012901,-0.026511,0.279106,0.310696,0.500,5.000,1,1
1762884577.635400,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.310696,0.500,5.000,1,1
1762884577.656071,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.310696,0.500,5.000,1,1
1762884577.675312,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.310696,0.500,5.000,1,1
1762884577.695427,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.310696,0.500,5.000,1,1
1762884577.715564,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.310696,0.500,5.000,1,1
1762884577.735597,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.310696,0.500,5.000,1,1
1762884577.755170,STEP,0,0.500000,odom,1.493097,0.000000,0.000000,0.000000,0.319962,0.500,5.000,1,1
1762884577.775476,STEP,0,0.500000,odom,1.491805,-0.009822,-0.012033,0.178642,0.324355,0.500,5.000,1,1
1762884577.796127,STEP,0,0.500000,odom,1.491805,-0.006876,-0.008423,0.125049,0.324355,0.500,5.000,1,1
1762884577.815311,STEP,0,0.500000,odom,1.491805,0.000000,0.000000,0.000000,0.324355,0.500,5.000,1,1
1762884577.835373,STEP,0,0.500000,odom,1.491805,0.000000,0.000000,0.000000,0.324355,0.500,5.000,1,1
1762884577.855313,STEP,0,0.500000,odom,1.491805,0.000000,0.000000,0.000000,0.324355,0.500,5.000,1,1
1762884577.875336,STEP,0,0.500000,odom,1.491805,0.000000,0.000000,0.000000,0.324355,0.500,5.000,1,1
1762884577.895631,STEP,0,0.500000,odom,1.491805,0.000000,0.000000,0.000000,0.324355,0.500,5.000,1,1
1762884577.915303,STEP,0,0.500000,odom,1.491805,0.000000,0.000000,0.000000,0.336985,0.500,5.000,1,1
1762884577.935378,STEP,0,0.500000,odom,1.490459,-0.011487,-0.007815,0.188378,0.340928,0.500,5.000,1,1
1762884577.956872,STEP,0,0.500000,odom,1.490459,-0.008041,-0.005470,0.131865,0.340928,0.500,5.000,1,1
1762884577.975313,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.340928,0.500,5.000,1,1
1762884577.995286,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.340928,0.500,5.000,1,1
1762884578.015337,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.340928,0.500,5.000,1,1
1762884578.035279,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.340928,0.500,5.000,1,1
1762884578.055313,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.340928,0.500,5.000,1,1
1762884578.075521,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.348442,0.500,5.000,1,1
1762884578.095277,STEP,0,0.500000,odom,1.490459,0.000000,0.000000,0.000000,0.355546,0.500,5.000,1,1
1762884578.115316,STEP,0,0.500000,odom,1.489097,-0.015885,-0.004240,0.245845,0.358957,0.500,5.000,1,1
1762884578.136086,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.358957,0.500,5.000,1,1
1762884578.155348,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.358957,0.500,5.000,1,1
1762884578.175464,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.358957,0.500,5.000,1,1
1762884578.195702,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.358957,0.500,5.000,1,1
1762884578.215316,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.358957,0.500,5.000,1,1
1762884578.235618,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.358957,0.500,5.000,1,1
1762884578.255316,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.365307,0.500,5.000,1,1
1762884578.276023,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.295414,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.315447,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.335457,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.355326,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.376115,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.395410,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.415335,STEP,0,0.500000,odom,1.489097,0.000000,0.000000,0.000000,0.371180,0.500,5.000,1,1
1762884578.436294,STEP,0,0.500000,odom,1.487756,-0.033515,0.002733,0.508969,0.373912,0.500,5.000,1,1
1762884578.455273,STEP,0,0.500000,odom,1.487756,-0.023460,0.001913,0.356278,0.381599,0.500,5.000,1,1
1762884578.475299,STEP,0,0.500000,odom,1.487756,-0.016422,0.001339,0.249395,0.381599,0.500,5.000,1,1
1762884578.495469,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.381599,0.500,5.000,1,1
1762884578.516299,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.381599,0.500,5.000,1,1
1762884578.537175,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.381599,0.500,5.000,1,1
1762884578.557063,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.381599,0.500,5.000,1,1
1762884578.575312,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.381599,0.500,5.000,1,1
1762884578.595285,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.381599,0.500,5.000,1,1
1762884578.617195,STEP,0,0.500000,odom,1.487756,0.000000,0.000000,0.000000,0.383943,0.500,5.000,1,1
1762884578.635280,STEP,0,0.500000,odom,1.486467,-0.013658,0.005516,0.209210,0.390305,0.500,5.000,1,1
1762884578.655382,STEP,0,0.500000,odom,1.486467,-0.009561,0.003861,0.146447,0.392246,0.500,5.000,1,1
1762884578.675403,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.695316,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.715527,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.735317,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.755333,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.775637,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.795512,STEP,0,0.500000,odom,1.486467,0.000000,0.000000,0.000000,0.392246,0.500,5.000,1,1
1762884578.815507,STEP,0,0.500000,odom,1.485251,-0.022543,0.016280,0.356112,0.395863,0.500,5.000,1,1
1762884578.835263,STEP,0,0.500000,odom,1.485251,-0.015780,0.011396,0.249279,0.397499,0.500,5.000,1,1
1762884578.855310,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.875432,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.895302,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.916382,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.936536,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.955346,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.975603,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884578.995575,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.397499,0.500,5.000,1,1
1762884579.015207,STEP,0,0.500000,odom,1.485251,0.000000,0.000000,0.000000,0.402081,0.500,5.000,1,1
1762884579.035325,STEP,0,0.500000,odom,1.484124,-0.009341,0.009843,0.155067,0.403443,0.500,5.000,1,1
1762884579.055459,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.075327,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.096701,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.115348,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.135328,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.155619,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.175393,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.195329,STEP,0,0.500000,odom,1.484124,0.000000,0.000000,0.000000,0.403443,0.500,5.000,1,1
1762884579.215425,STEP,0,0.500000,odom,1.483087,-0.015599,0.021849,0.274554,0.407117,0.500,5.000,1,1
1762884579.235368,STEP,0,0.500000,odom,1.483087,-0.010919,0.015294,0.192188,0.408232,0.500,5.000,1,1
1762884579.255429,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.275455,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.295430,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.318139,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.335489,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.355341,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.375316,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.408232,0.500,5.000,1,1
1762884579.395310,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.409250,0.500,5.000,1,1
1762884579.415324,STEP,0,0.500000,odom,1.483087,0.000000,0.000000,0.000000,0.411954,0.500,5.000,1,1
1762884579.435598,STEP,0,0.500000,odom,1.482135,-0.014788,0.026027,0.276835,0.412802,0.500,5.000,1,1
1762884579.455866,STEP,0,0.500000,odom,1.482135,-0.010352,0.018219,0.193785,0.412802,0.500,5.000,1,1
1762884579.475777,STEP,0,0.500000,odom,1.482135,0.000000,0.000000,0.000000,0.412802,0.500,5.000,1,1
1762884579.495776,STEP,0,0.500000,odom,1.482135,0.000000,0.000000,0.000000,0.412802,0.500,5.000,1,1
1762884579.515564,STEP,0,0.500000,odom,1.482135,0.000000,0.000000,0.000000,0.412802,0.500,5.000,1,1
1762884579.535488,STEP,0,0.500000,odom,1.482135,0.000000,0.000000,0.000000,0.412802,0.500,5.000,1,1
1762884579.555340,STEP,0,0.500000,odom,1.482135,0.000000,0.000000,0.000000,0.412802,0.500,5.000,1,1
