t_sec,phase,step_idx,v_z_cmd_ENU,v_z_cmd_NED_z,odom_frame,z_ENU,vz_ENU_meas,vz_NED_meas,alt_min,alt_max,armed,offboard
1761725773.184603,STEP,0,0.500000,-0.500000,odom,1.775724,0.000000,-0.474743,0.500,5.000,1,1
1761725773.204346,STEP,0,0.500000,-0.500000,odom,1.791468,0.393589,-0.474743,0.500,5.000,1,1
1761725773.224393,STEP,0,0.500000,-0.500000,odom,1.791468,0.000000,-0.474743,0.500,5.000,1,1
1761725773.244360,STEP,0,0.500000,-0.500000,odom,1.791468,0.000000,-0.474743,0.500,5.000,1,1
1761725773.264336,STEP,0,0.500000,-0.500000,odom,1.791468,0.000000,-0.474743,0.500,5.000,1,1
1761725773.284332,STEP,0,0.500000,-0.500000,odom,1.791468,0.000000,-0.474743,0.500,5.000,1,1
1761725773.304316,STEP,0,0.500000,-0.500000,odom,1.791468,0.000000,-0.474743,0.500,5.000,1,1
1761725774.345798,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.364353,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.384411,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.406653,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.424406,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.444335,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.464507,STEP,1,0.000000,-0.000000,odom,1.854154,0.000000,-0.404659,0.500,5.000,1,1
1761725774.484366,STEP,1,0.000000,-0.000000,odom,1.867503,0.500552,-0.364385,0.500,5.000,1,1
1761725774.504689,STEP,1,0.000000,-0.000000,odom,1.867503,0.350387,-0.323480,0.500,5.000,1,1
1761725774.524598,STEP,1,0.000000,-0.000000,odom,1.867503,0.245271,-0.323480,0.500,5.000,1,1
1761725774.544653,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.565531,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.584358,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.604466,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.624511,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.644395,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.664469,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.684722,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.704615,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.323480,0.500,5.000,1,1
1761725774.724439,STEP,1,0.000000,-0.000000,odom,1.867503,0.000000,-0.284563,0.500,5.000,1,1
1761725774.747628,STEP,1,0.000000,-0.000000,odom,1.877636,0.189978,-0.248598,0.500,5.000,1,1
1761725774.765726,STEP,1,0.000000,-0.000000,odom,1.877636,0.132985,-0.248598,0.500,5.000,1,1
1761725774.784439,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.804521,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.824427,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.844611,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.864531,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.884423,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.904354,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.924394,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.248598,0.500,5.000,1,1
1761725774.944386,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.231803,0.500,5.000,1,1
1761725774.965856,STEP,1,0.000000,-0.000000,odom,1.877636,0.000000,-0.215881,0.500,5.000,1,1
1761725774.984632,STEP,1,0.000000,-0.000000,odom,1.884816,0.134616,-0.200764,0.500,5.000,1,1
1761725775.004486,STEP,1,0.000000,-0.000000,odom,1.884816,0.094231,-0.200764,0.500,5.000,1,1
1761725775.027094,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.044346,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.064473,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.084819,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.104907,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.125278,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.144403,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.164568,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.184341,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.204669,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.224605,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.200764,0.500,5.000,1,1
1761725775.246774,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.186344,0.500,5.000,1,1
1761725775.265029,STEP,1,0.000000,-0.000000,odom,1.884816,0.000000,-0.134493,0.500,5.000,1,1
1761725775.284397,STEP,1,0.000000,-0.000000,odom,1.889607,0.071864,-0.134493,0.500,5.000,1,1
1761725775.305754,STEP,1,0.000000,-0.000000,odom,1.889607,0.050305,-0.134493,0.500,5.000,1,1
1761725775.324425,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.344440,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.364333,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.384332,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.404680,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.424561,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.444443,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.134493,0.500,5.000,1,1
1761725775.464348,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.123003,0.500,5.000,1,1
1761725775.484388,STEP,1,0.000000,-0.000000,odom,1.889607,0.000000,-0.091968,0.500,5.000,1,1
1761725775.504339,STEP,1,0.000000,-0.000000,odom,1.892472,0.071605,-0.091968,0.500,5.000,1,1
1761725775.524530,STEP,1,0.000000,-0.000000,odom,1.892472,0.050124,-0.091968,0.500,5.000,1,1
1761725775.544349,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.091968,0.500,5.000,1,1
1761725775.564412,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.091968,0.500,5.000,1,1
1761725775.584392,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.091968,0.500,5.000,1,1
1761725775.608608,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.091968,0.500,5.000,1,1
1761725775.624388,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.091968,0.500,5.000,1,1
1761725775.644281,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.091968,0.500,5.000,1,1
1761725775.664291,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.073883,0.500,5.000,1,1
1761725775.686838,STEP,1,0.000000,-0.000000,odom,1.892472,0.000000,-0.065713,0.500,5.000,1,1
1761725775.704323,STEP,1,0.000000,-0.000000,odom,1.893834,0.025538,-0.065713,0.500,5.000,1,1
1761725775.724672,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.744476,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.764352,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.785192,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.804592,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.824403,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.844282,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.065713,0.500,5.000,1,1
1761725775.864275,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.050798,0.500,5.000,1,1
1761725775.884306,STEP,1,0.000000,-0.000000,odom,1.893834,0.000000,-0.037349,0.500,5.000,1,1
1761725775.904343,STEP,1,0.000000,-0.000000,odom,1.894053,0.003267,-0.031182,0.500,5.000,1,1
1761725775.924679,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725775.944291,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725775.965076,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725775.986566,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725776.006738,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725776.024683,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725776.044315,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725776.064430,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.031182,0.500,5.000,1,1
1761725776.084383,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.020165,0.500,5.000,1,1
1761725776.105596,STEP,1,0.000000,-0.000000,odom,1.894053,0.000000,-0.010397,0.500,5.000,1,1
1761725776.124561,STEP,1,0.000000,-0.000000,odom,1.893422,-0.011848,-0.010397,0.500,5.000,1,1
1761725776.144730,STEP,1,0.000000,-0.000000,odom,1.893422,-0.008294,-0.010397,0.500,5.000,1,1
1761725776.164616,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.010397,0.500,5.000,1,1
1761725776.184309,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.010397,0.500,5.000,1,1
1761725776.204324,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.010397,0.500,5.000,1,1
1761725776.225595,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.010397,0.500,5.000,1,1
1761725776.244415,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.010397,0.500,5.000,1,1
1761725776.264342,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.010397,0.500,5.000,1,1
1761725776.284969,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,-0.005927,0.500,5.000,1,1
1761725776.306353,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,0.005842,0.500,5.000,1,1
1761725776.324386,STEP,1,0.000000,-0.000000,odom,1.893422,0.000000,0.005842,0.500,5.000,1,1
1761725776.344347,STEP,1,0.000000,-0.000000,odom,1.892165,-0.047187,0.005842,0.500,5.000,1,1
1761725776.364769,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.384430,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.404348,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.424342,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.444341,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.464318,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.484309,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.504786,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.005842,0.500,5.000,1,1
1761725776.524727,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.012526,0.500,5.000,1,1
1761725776.544326,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.018187,0.500,5.000,1,1
1761725776.564327,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.584789,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.604510,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.624345,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.644629,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.664296,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.684499,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.704333,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.724519,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.020771,0.500,5.000,1,1
1761725776.745600,STEP,1,0.000000,-0.000000,odom,1.892165,0.000000,0.023150,0.500,5.000,1,1
1761725776.764260,STEP,1,0.000000,-0.000000,odom,1.890464,-0.031916,0.027585,0.500,5.000,1,1
1761725776.784351,STEP,1,0.000000,-0.000000,odom,1.890464,-0.022341,0.027585,0.500,5.000,1,1
1761725776.804475,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.824393,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.844462,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.864407,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.886713,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.904333,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.924473,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.944662,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.027585,0.500,5.000,1,1
1761725776.965390,STEP,1,0.000000,-0.000000,odom,1.890464,0.000000,0.033201,0.500,5.000,1,1
1761725776.984322,STEP,1,0.000000,-0.000000,odom,1.888450,-0.030222,0.036326,0.500,5.000,1,1
1761725777.004305,STEP,1,0.000000,-0.000000,odom,1.888450,-0.021156,0.036326,0.500,5.000,1,1
1761725777.024332,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.044296,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.067914,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.084562,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.104350,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.124294,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.144530,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.036326,0.500,5.000,1,1
1761725777.164284,STEP,1,0.000000,-0.000000,odom,1.888450,0.000000,0.037744,0.500,5.000,1,1
1761725777.184348,STEP,1,0.000000,-0.000000,odom,1.886218,-0.083755,0.040257,0.500,5.000,1,1
1761725777.204422,STEP,1,0.000000,-0.000000,odom,1.886218,-0.058629,0.041374,0.500,5.000,1,1
1761725777.224379,STEP,1,0.000000,-0.000000,odom,1.886218,-0.041040,0.041374,0.500,5.000,1,1
1761725777.244417,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.264408,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.284539,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.304373,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.324330,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.344533,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.364564,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.384360,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.041374,0.500,5.000,1,1
1761725777.404533,STEP,1,0.000000,-0.000000,odom,1.886218,0.000000,0.044258,0.500,5.000,1,1
1761725777.425131,STEP,1,0.000000,-0.000000,odom,1.883842,-0.044567,0.045036,0.500,5.000,1,1
1761725777.444474,STEP,1,0.000000,-0.000000,odom,1.883842,-0.031197,0.045036,0.500,5.000,1,1
1761725777.464320,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.484769,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.504337,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.524380,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.544574,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.564539,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.586571,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.604448,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.624393,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.045036,0.500,5.000,1,1
1761725777.644225,STEP,1,0.000000,-0.000000,odom,1.883842,0.000000,0.047573,0.500,5.000,1,1
1761725777.664430,STEP,1,0.000000,-0.000000,odom,1.881382,-0.030766,0.047573,0.500,5.000,1,1
1761725777.684489,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.704437,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.724343,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.745932,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.764323,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.784317,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.804494,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.824340,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.844493,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.047573,0.500,5.000,1,1
1761725777.864684,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.048103,0.500,5.000,1,1
1761725777.884335,STEP,1,0.000000,-0.000000,odom,1.881382,0.000000,0.049158,0.500,5.000,1,1
1761725777.904676,STEP,1,0.000000,-0.000000,odom,1.878881,-0.037547,0.049452,0.500,5.000,1,1
1761725777.924458,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725777.944491,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725777.964415,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725777.984327,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.004434,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.024642,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.044351,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.064351,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.084411,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.104359,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049452,0.500,5.000,1,1
1761725778.127595,STEP,1,0.000000,-0.000000,odom,1.878881,0.000000,0.049824,0.500,5.000,1,1
1761725778.144561,STEP,1,0.000000,-0.000000,odom,1.876372,-0.047056,0.050157,0.500,5.000,1,1
1761725778.167870,STEP,1,0.000000,-0.000000,odom,1.876372,-0.032939,0.050157,0.500,5.000,1,1
1761725778.184351,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.204397,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.224322,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.244467,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.266610,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.284317,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.304353,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.324437,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050157,0.500,5.000,1,1
1761725778.344324,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050295,0.500,5.000,1,1
1761725778.364412,STEP,1,0.000000,-0.000000,odom,1.876372,0.000000,0.050510,0.500,5.000,1,1
1761725778.384571,STEP,1,0.000000,-0.000000,odom,1.873881,-0.037375,0.050510,0.500,5.000,1,1
1761725778.404293,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.425368,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.444317,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.464551,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.488656,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.504303,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.524294,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.544313,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050510,0.500,5.000,1,1
1761725778.564327,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050523,0.500,5.000,1,1
1761725778.587650,STEP,1,0.000000,-0.000000,odom,1.873881,0.000000,0.050485,0.500,5.000,1,1
1761725778.604317,STEP,1,0.000000,-0.000000,odom,1.871425,-0.036867,0.050485,0.500,5.000,1,1
1761725778.624312,STEP,1,0.000000,-0.000000,odom,1.871425,-0.025807,0.050485,0.500,5.000,1,1
1761725778.644312,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.667228,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.684625,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.704327,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.724298,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.745320,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.764542,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050485,0.500,5.000,1,1
1761725778.784667,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050286,0.500,5.000,1,1
1761725778.804799,STEP,1,0.000000,-0.000000,odom,1.871425,0.000000,0.050205,0.500,5.000,1,1
1761725778.824360,STEP,1,0.000000,-0.000000,odom,1.869010,-0.045289,0.050081,0.500,5.000,1,1
1761725778.844346,STEP,1,0.000000,-0.000000,odom,1.869010,-0.031702,0.050081,0.500,5.000,1,1
1761725778.864290,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.050081,0.500,5.000,1,1
1761725778.886307,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.050081,0.500,5.000,1,1
1761725778.904414,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.050081,0.500,5.000,1,1
1761725778.924308,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.050081,0.500,5.000,1,1
1761725778.944323,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.050081,0.500,5.000,1,1
1761725778.964438,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.050081,0.500,5.000,1,1
1761725778.984363,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.049916,0.500,5.000,1,1
1761725779.004357,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.049779,0.500,5.000,1,1
1761725779.024428,STEP,1,0.000000,-0.000000,odom,1.869010,0.000000,0.049593,0.500,5.000,1,1
1761725779.044609,STEP,1,0.000000,-0.000000,odom,1.866645,-0.088696,0.049593,0.500,5.000,1,1
1761725779.064468,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
1761725779.084305,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
1761725779.104392,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
1761725779.125460,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
1761725779.144490,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
1761725779.164670,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
1761725779.184313,STEP,1,0.000000,-0.000000,odom,1.866645,0.000000,0.049593,0.500,5.000,1,1
